restaurant_id,name,price,phone,website,address,add_name,add_num
168,Fat Fish Bar & Grill,,+1 773-235-8807,http://quesadillalareinadelsur.com/,"2235 N Western Ave, Chicago, IL 60647-3142",N WESTERN AVE,2235
169,Subway,,+1 773-262-7676,https://naanondevonandgrill.business.site/?utm_source=gmb&utm_medium=referral,"2241 W Devon Ave, Chicago, IL 60659-2042",W DEVON AVE,2241
170,Tropical Smoothie Cafe,,+1 773-698-6925,https://www.chayfratellos.com/,"2241 N Western Ave, Chicago, IL 60647-0527",N WESTERN AVE,2241
171,90 Miles Cuban Cafe,2,+1 773-262-1900,http://usmaniarestaurant.com/,"2244 W Devon Ave, Chicago, IL 60659-2043",W DEVON AVE,2244
172,Subway,,+1 773-262-1900,http://www.usmaniarestaurant.com,"2244 W Devon Ave, Chicago, IL 60659-2043",W DEVON AVE,2244
173,Valois Restaurant,1,+1 773-381-1458,,"2245 W Devon Ave, Chicago, IL 60659-3240",W DEVON AVE,2245
174,Chipotle Mexican Grill,,+1 773-244-9484,,"2245 N Lincoln Ave, Chicago, IL 60614-3717",N LINCOLN AVE,2245
175,Kelsey's,,+1 773-278-3932,http://www.bentoboxchicago.com/,"2246 W Armitage Ave, Chicago, IL 60647-4436",W ARMITAGE AVE,2246
176,Maxwell's On Ogden,,+1 312-982-2969,http://www.slurpslurpnoodles.com/,"2247 S Wentworth Ave, Chicago, IL 60616-2011",S WENTWORTH AVE,2247
177,Blind Dragon,2,+1 773-772-2333,http://jaysbeef.com,"2255 W North Ave, Chicago, IL 60647-5442",W NORTH AVE,2255
178,Ping Pong,2,+1 773-348-1666,http://www.kelseysbar.com,"2265 N Lincoln Ave, Chicago, IL 60614-3717",N LINCOLN AVE,2265
179,Don Diablo Restaurant,,+1 773-276-7676,,"2304 W Chicago Ave, Chicago, IL 60622-4722",W CHICAGO AVE,2304
180,Bange's Pizza and Grill,,+1 773-254-9991,http://tanoorhalal.com/,"2304 S Kedzie Ave, Chicago, IL 60623-3333",S KEDZIE AVE,2304
181,Jimmy Johns,,+1 312-842-8802,https://www.facebook.com/Tastypalce2306/,"2306 S Wentworth Ave, Chicago, IL 60616-2014",S WENTWORTH AVE,2306
182,Shu Tin Xia,,+1 773-338-5800,http://www.serenarestaurant.com/,"2309 W Devon Ave # 11, Chicago, IL 60659-2003",W DEVON AVE,2309
183,Miller's Pub & Restaurant,2,+1 773-489-5747,http://thai-lagoon.com,"2322 W North Ave, Chicago, IL 60647-5315",W NORTH AVE,2322
184,Chipotle Mexican Grill,,+1 312-842-9880,http://www.yummyyummynoodlesil.com,"2334 S Wentworth Ave Ste 105, Chicago, IL 60616-2038",S WENTWORTH AVE,2334
185,Argo Tea,1,+1 773-237-1300,http://www.baskinrobbins.com/,"2337 N Cicero Ave, Chicago, IL 60639",N CICERO AVE,2337
186,Deli Boutique Wine & Spirits,,+1 312-842-1860,,"2342 S Wentworth Ave, Chicago, IL 60616-2015",S WENTWORTH AVE,2342
187,Congress Court Global Management,,+1 773-292-0654,https://burgerking.com/store-locator/store/restaurant_782,"2344 W Chicago Ave, Chicago, IL 60622",W CHICAGO AVE,2344
188,Paradise Grill,,+1 800-806-1532,https://www.getreef.com/?utm_source=ExtendedNetwork&utm_medium=local-listing&y_source=1_MjQzMTk4MzktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"2350 S Wabash Ave, Chicago, IL 60616",S WABASH AVE,2350
189,Subway,,+1 402-850-2222,http://bluesushisakegrill.com,"2351 N Lincoln Ave Suite A1-120, Chicago, IL 60614-4822",N LINCOLN AVE,2351
190,Domino's Pizza,,+1 773-309-0908,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"2401 N Clybourn Ave, Chicago, IL 60614",N CLYBOURN AVE,2401
191,Dim Sum House,,,https://www.facebook.com/Binas-Cafe-281796171992592,"2407 W Lunt Ave, Chicago, IL 60645-4601",W LUNT AVE,2407
192,Sherry's Bar,,+1 773-254-6555,http://www.bacchanaliainchicago.com/,"2413 S Oakley Ave, Chicago, IL 60608-4901",S OAKLEY AVE,2413
193,Reggie's Pizza,,+1 773-784-1318,,"2415 W Peterson Ave, Chicago, IL 60659-4102",W PETERSON AVE,2415
194,Friends sushi on state,2,+1 773-697-7114,http://www.rangolifeast.com/,"2421 W North Ave, Chicago, IL 60647",W NORTH AVE,2421
195,Lee Wing Wah,2,+1 773-697-3132,http://takitostreet.com,"2423 N Lincoln Ave, Chicago, IL 60614-2414",N LINCOLN AVE,2423
196,Nicky's Restaurant,,+1 773-360-8755,http://www.galitrestaurant.com,"2429 N Lincoln Ave, Chicago, IL 60614-2414",N LINCOLN AVE,2429
197,Bar Louie - O'Hare,2,+1 773-866-5550,http://www.nickspizzapub.com/chicago-pizza-pub/,"2434 W Montrose Ave, Chicago, IL 60618",W MONTROSE AVE,2434
198,Jackie's on Taylor Street,,+1 773-472-3505,http://www.facebook.com/cometoclarkes/,"2441 N Lincoln Ave, Chicago, IL 60614-2414",N LINCOLN AVE,2441
199,Mr. Submarine,,+1 773-697-9229,http://www.zaatarmedgrillchicago.com/,"2459 W Armitage Ave, Chicago, IL 60647-4342",W ARMITAGE AVE,2459
200,Smalls,,+1 773-935-3647,,"2464 N Lincoln Ave, Chicago, IL 60614-2483",N LINCOLN AVE,2464
201,Juno,4,+1 773-252-2620,http://www.marcellos.com/,"2475 N Milwaukee Ave, Chicago, IL 60647-2661",N MILWAUKEE AVE,2475
202,Java & Mug Cafe,,+1 773-523-7497,,"2501 S Western Ave, Chicago, IL 60608-4807",S WESTERN AVE,2501
203,Baskin-Robbins,,+1 248-886-6653,http://www.sabrinihari.com,"2502 W Devon Ave, Chicago, IL 60659-1970",W DEVON AVE,2502
204,Loop Soup,,+1 312-273-1774,,"2529 N Milwaukee Ave, Chicago, IL 60647-2629",N MILWAUKEE AVE,2529
205,Lou Malnati's Pizzeria,2,+1 773-360-8332,http://www.thecrabpad.com,"2529 N Milwaukee Ave, Chicago, IL 60647-2629",N MILWAUKEE AVE,2529
206,JJ Fish & Chicken,,+1 773-384-0701,,"2532 W Chicago Ave, Chicago, IL 60622-4517",W CHICAGO AVE,2532
207,Jasmine Rice,,+1 224-789-9837,,"2535 W Carmen Ave, Chicago, IL 60625-2607",W CARMEN AVE,2535
208,Two Lights Seafood & Oyster,2,+1 872-241-9100,http://bundookhanchicago.co/,"2539 W Devon Ave, Chicago, IL 60659-1841",W DEVON AVE,2539
209,Alulu Brewery and Pub,,+1 773-227-2822,http://www.90milescubancafe.com,"2540 W Armitage Ave, Chicago, IL 60647-4341",W ARMITAGE AVE,2540
210,Basant,2,+1 773-360-8643,http://caffeumbria.com,"2545 W Armitage Ave, Chicago, IL 60647-4324",W ARMITAGE AVE,2545
211,Kincade's Bar & Grill,,+1 773-523-1119,http://www.chicagojadepalace.com/,"2551 S Kedzie Ave, Chicago, IL 60623-4008",S KEDZIE AVE,2551
212,Coyotes Restaurant,,+1 773-252-1400,,"2554 W Diversey Ave # 56, Chicago, IL 60647-1939",W DIVERSEY AVE,2554
213,Sushi Dokku,2,+1 773-235-4500,http://www.cevichechicago.com,"2554 W Diversey Ave, Chicago, IL 60647-1939",W DIVERSEY AVE,2554
214,Thirteen Asian Tapas and Bar,,+1 773-384-2565,https://locations.dunkindonuts.com/en/il/chicago/2565-w-fullerton-ave/343174?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=343174,"2565 W Fullerton Ave, Chicago, IL 60647",W FULLERTON AVE,2565
215,Maxine's Caribbean Spice,,+1 773-522-2721,,"2600 W Ogden Ave, Chicago, IL 60608-1617",W OGDEN AVE,2600
216,Burger King,,+1 773-697-4234,http://www.renochicago.com,"2607 N Milwaukee Ave Logan Square, Chicago, IL 60647-2096",N MILWAUKEE AVE,2607
217,Las Comadres Mexican Restaurant,,+1 773-847-1601,https://www.mcdonalds.com/us/en-us/location/il/chicago/2609-s-kedzie-ave/844.html?cid=RF:YXT:RoN::Clicks,"2609 S Kedzie Ave, Chicago, IL 60623",S KEDZIE AVE,2609
218,Nine Muses Cafe & Bar,2,+1 312-842-5400,http://foodeist.com/place/dim-sum-house-chicago-6,"2610 S Wentworth Ave, Chicago, IL 60616-2723",S WENTWORTH AVE,2610
219,The Red Lion Lincoln Square,2,,,"2610 N California Ave, Chicago, IL 60647-1734",N CALIFORNIA AVE,2610
220,Middle East Bakery & Grocery Cafe,1,+1 773-523-4726,,"2612 S Kedzie Ave, Chicago, IL 60623-4730",S KEDZIE AVE,2612
221,Great Dragon,,+1 773-295-5277,,"2625 N Harlem Ave, Chicago, IL 60707-1629",N HARLEM AVE,2625
222,Wendy's,,+1 773-935-2000,http://junosushi.com/,"2638 N Lincoln Ave, Chicago, IL 60614-1488",N LINCOLN AVE,2638
223,Packing House,,+1 773-510-8582,https://latrailita.business.site/,"2639 S Damen Ave, Chicago, IL 60608-5224",S DAMEN AVE,2639
224,Santiago,,+1 773-837-8612,,"2639 W Peterson Ave, Chicago, IL 60659-4017",W PETERSON AVE,2639
225,Subway,,+1 773-506-7121,,"2640 W Lawrence Ave, Chicago, IL 60625-2945",W LAWRENCE AVE,2640
226,Ovie Bar & Grill,2,+1 773-486-6464,http://azucartapas.com/,"2647 N Kedzie Ave, Chicago, IL 60647-1607",N KEDZIE AVE,2647
227,Pita Cafe,,,,"2651 N Kedzie Ave, Chicago, IL 60647-1607",N KEDZIE AVE,2651
228,Firewater Saloon - Mount Greenwood,2,+1 773-942-7547,http://goosefoot.net,"2656 W Lawrence Ave, Chicago, IL 60625-2945",W LAWRENCE AVE,2656
229,Del Campo Pizzeria,,,,"2700 N Central Ave, Chicago, IL 60639-1326",N CENTRAL AVE,2700
230,Dunkin',,+1 773-889-2630,,"2701 N Harlem Ave, Chicago, IL 60707-1636",N HARLEM AVE,2701
231,Dunkin,,+1 773-698-6640,,"2715 N Milwaukee Ave, Chicago, IL 60647-1336",N MILWAUKEE AVE,2715
232,Kare Kare,,+1 773-278-2888,http://banhmibaget.com,"2735 N Milwaukee Ave, Chicago, IL 60647-1336",N MILWAUKEE AVE,2735
233,Topo Gigio Ristorante,2,+1 773-622-6000,http://www.sorrento-pizza.com,"2743 N Harlem Ave, Chicago, IL 60707-1636",N HARLEM AVE,2743
234,Mordecai,2,+1 773-252-2667,,"2746 N Milwaukee Ave, Chicago, IL 60647-1337",N MILWAUKEE AVE,2746
235,Elaine's Chop Suey,,+1 773-293-6025,http://pisolinochicago.com/,"2755 W Belmont Ave, Chicago, IL 60618-5914",W BELMONT AVE,2755
236,Fire Wings,,+1 773-989-9100,https://www.hilltoprestaurantchicago.com/,"2800 W Foster Ave, Chicago, IL 60625-3506",W FOSTER AVE,2800
237,Antojos & Shakes,,+1 773-880-8400,http://myhoneybakedstore.com/chicago/2105,"2815 N Ashland Ave Ashland near Diversey, Chicago, IL 60657-4001",N ASHLAND AVE,2815
238,Yuki Hana,2,+1 773-384-5211,,"2815 W Armitage Ave, Chicago, IL 60647-3922",W ARMITAGE AVE,2815
239,The Fisher Take Out Station,,+1 773-281-3141,http://www.7-eleven.com/?yext=35632,"2821 N Ashland Ave, Chicago, IL 60657-4001",N ASHLAND AVE,2821
240,I 57 Rib House 5,,+1 773-698-7999,https://www.facebook.com/pages/Gyros-on-the-Spit/178604052219969,"2826 N Lincoln Ave, Chicago, IL 60657-4202",N LINCOLN AVE,2826
241,Usmania Restaurant,2,+1 773-360-7536,https://www.facebook.com/LaCeliaChicago/,"2890 N Milwaukee Ave, Chicago, IL 60618-7413",N MILWAUKEE AVE,2890
242,Orchestra Hall - The Club,,+1 773-687-9949,http://www.barcocinachicago.com,"2901 N Sheffield Ave, Chicago, IL 60657-5013",N SHEFFIELD AVE,2901
243,Sharks Fish and Chicken,,+1 773-478-5506,http://www.finaestampachicago.com,"2916 W Montrose Ave, Chicago, IL 60618-1404",W MONTROSE AVE,2916
244,Taste of Thai Town,2,+1 773-270-4520,http://www.sonofabutchertavern.com,"2934 W Diversey Ave, Chicago, IL 60647-1765",W DIVERSEY AVE,2934
245,Wong Village Restaurant,,+1 773-871-2414,http://www.lastablas.com/,"2942 N Lincoln Ave, Chicago, IL 60657-8170",N LINCOLN AVE,2942
246,Morgan Street Cafe,,+1 773-761-7000,https://shinwarigrill.com/,"2948 W Devon Ave, Chicago, IL 60659-1556",W DEVON AVE,2948
247,Sultan's Market,1,+1 773-539-3938,,"2949 W Belmont Ave, Chicago, IL 60618-5803",W BELMONT AVE,2949
248,I Cafe,1,+1 773-360-8686,https://dmkburgerbar.com/,"2954 N Sheffield Ave, Chicago, IL 60657-5048",N SHEFFIELD AVE,2954
249,Yellow Rose Cafe,1,+1 773-281-5644,,"2967 N Lincoln Ave, Chicago, IL 60657-4108",N LINCOLN AVE,2967
250,Reeses Lounge,,+1 773-360-1950,http://www.tanukisushichicago.com,"3006 N Sheffield Ave, Chicago, IL 60657-7001",N SHEFFIELD AVE,3006
251,Giordano's,2,+1 773-463-3310,http://www.brotherscatering.org,"3006 N Elston Ave, Chicago, IL 60618-7106",N ELSTON AVE,3006
252,Parisi's Drive In,,,http://www.lincolntaproom.com,"3010 N Lincoln Ave, Chicago, IL 60657-4208",N LINCOLN AVE,3010
253,Eden,2,+1 773-697-8337,http://cellardoorprovisions.com,"3025 W Diversey Ave, Chicago, IL 60647-1725",W DIVERSEY AVE,3025
254,Jay's Beef of Chicago,1,+1 773-327-5600,http://www.artofpizzachicago.com/,"3033 N Ashland Ave, Chicago, IL 60657-3035",N ASHLAND AVE,3033
255,New China Town Chop Suey,,,,"3046 N Central Ave, Chicago, IL 60634-5310",N CENTRAL AVE,3046
256,Hope Coffeehouse,,+1 872-206-8553,http://www.anichicago.com/,"3056 N Lincoln Ave, Chicago, IL 60657-4208",N LINCOLN AVE,3056
257,Dunkin',,+1 773-836-1288,http://jasminericechicago.com/,"3103 N Narragansett Ave, Chicago, IL 60634-4920",N NARRAGANSETT AVE,3103
258,Jb's Deli,2,+1 773-235-3355,,"3126 W Armitage Ave, Chicago, IL 60647-3819",W ARMITAGE AVE,3126
259,Coyotes Restaurant,,+1 773-205-7890,,"3139 N Central Ave, Chicago, IL 60634-5314",N CENTRAL AVE,3139
260,Roots Handmade Pizza,2,+1 773-281-3939,,"3140 N Lincoln Ave, Chicago, IL 60657-3117",N LINCOLN AVE,3140
261,Barrio,2,+1 773-901-4900,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"3145 S Ashland Ave, Chicago, IL 60608-6251",S ASHLAND AVE,3145
262,Subway,,+1 773-761-0000,,"3146 W Touhy Ave, Chicago, IL 60645-2836",W TOUHY AVE,3146
263,Subway,,,http://Figowinebar.com,"3207 N Sheffield Ave, Chicago, IL 60657-2210",N SHEFFIELD AVE,3207
264,Beatrix,2,+1 872-208-5153,https://www.facebook.com/taqueriaeldoradoo/,"3209 W Lawrence Ave, Chicago, IL 60625-5208",W LAWRENCE AVE,3209
265,7 on State,1,+1 773-478-1918,http://pizzahut.com,"3216 N Kimball Ave, Chicago, IL 60618-5515",N KIMBALL AVE,3216
266,Rittergut Wine Bar,2,+1 773-394-0106,http://facebook.com/LaBombaChi/,"3221 W Armitage Ave, Chicago, IL 60647-3715",W ARMITAGE AVE,3221
267,Smoke Daddy Wrigleyville,2,+1 773-754-7448,http://papasphilly.com/26759,"3224 W Foster Ave, Chicago, IL 60625-4811",W FOSTER AVE,3224
268,Mariscos la Diabla,,+1 773-961-8414,https://www.facebook.com/TortugasLatinKitchen/,"3224 W Lawrence Ave, Chicago, IL 60625-5209",W LAWRENCE AVE,3224
269,Golden House Restaurant,1,+1 773-205-1888,,"3237 N Harlem Ave, Chicago, IL 60634-4502",N HARLEM AVE,3237
270,D'Candela,2,+1 773-772-6719,,"3262 W North Ave, Chicago, IL 60647-4939",W NORTH AVE,3262
271,Azul 18,2,+1 773-661-9546,http://www.facebook.com/casayari2013,"3268 W Fullerton Ave 3268 W Fullerton Ave, 60647-2563, Chicago, Illinois, Chicago, IL 60647-2563",W FULLERTON AVE,3268
272,Joy Yee Noodles,2,+1 773-685-4777,https://www.greatdragon78.com/index.html,"3269 N Milwaukee Ave, Chicago, IL 60618",N MILWAUKEE AVE,3269
273,GT Prime Steakhouse,4,+1 773-489-6262,,"3276 W Fullerton Ave, Chicago, IL 60647-2563",W FULLERTON AVE,3276
274,Free Rein,2,+1 773-292-6389,,"3315 W North Ave, Chicago, IL 60647-4901",W NORTH AVE,3315
275,Pizza Hut,,+1 773-478-5566,http://joongboomarket.com,"3333 N Kimball Ave, Chicago, IL 60618-5503",N KIMBALL AVE,3333
276,Baba Pita,1,+1 773-481-2050,http://clubmambo.net,"3336 N Milwaukee Ave, Chicago, IL 60641-4004",N MILWAUKEE AVE,3336
277,Lockwood Restaurant,2,+1 773-772-7547,http://www.littlecaesars.com,"3337 W North Ave, Chicago, IL 60647-4901",W NORTH AVE,3337
278,Grafton Pub,2,+1 773-904-8405,https://www.si-piepizzeria.com/,"3349 N Sheffield Ave, Chicago, IL 60657-0944",N SHEFFIELD AVE,3349
279,Jessie's Place,,,,"3352 W Lawrence Ave, Chicago, IL 60625-5212",W LAWRENCE AVE,3352
280,Millenium A Steak Cigars Chops,,+1 773-327-7000,http://www.toppers.com/locations/Wrigleyville,"3404 N Sheffield Ave, Chicago, IL 60657-1608",N SHEFFIELD AVE,3404
281,Burger King,,+1 773-293-6100,,"3407 W Belmont Ave, Chicago, IL 60618-5408",W BELMONT AVE,3407
282,Daddy's Pizza,,+1 773-342-2444,,"3426 W Diversey Ave, Chicago, IL 60647-1221",W DIVERSEY AVE,3426
283,Papa's Philly,,+1 716-812-6619,http://www.bartuccichicago.com,"3426 N Harlem Ave, Chicago, IL 60634-3605",N HARLEM AVE,3426
284,Fe Fe Fast Food,,+1 773-248-4400,http://www.darkhorsechicago.com,"3443 N Sheffield Ave, Chicago, IL 60657-1613",N SHEFFIELD AVE,3443
285,Jerk 48,,+1 773-463-3043,https://locations.pizzahut.com/il/chicago/3451-w-devon-ave,"3451 W Devon Ave, Chicago, IL 60659",W DEVON AVE,3451
286,The Banana Leaf,,+1 773-267-7861,http://woknchopstick.com/,"3456 W Foster Ave Plaza, Chicago, IL 60625-4819",W FOSTER AVE,3456
287,Groucho's Bar & Grill,,+1 773-692-2192,http://www.parachuterestaurant.com/,"3472 N Elston Ave, Chicago, IL 60618-5625",N ELSTON AVE,3472
288,Rosie's SideKick,,+1 773-384-2500,http://www.turkeychop.com,"3506 W Chicago Ave, Chicago, IL 60651-4044",W CHICAGO AVE,3506
289,Lena's Pizza,,+1 765-426-6657,http://parkandfieldchicago.com,"3509 W Fullerton Ave Logan Square, Chicago, IL 60647-2417",W FULLERTON AVE,3509
290,Ann's Diner,,+1 800-560-6392,https://www.facebook.com/SurfsUpResturant/,"3517 N Spaulding Ave, Chicago, IL 60618-5511",N SPAULDING AVE,3517
291,Edens Fast Food Restaurant,,+1 773-265-1090,,"3529 W 5th Ave, Chicago, IL 60624-3251",W 5TH AVE,3529
292,Nepal house - Fine Nepali cuisine,2,+1 773-325-0123,http://thebutcherstap.com/,"3553 N Southport Ave, Chicago, IL 60657-6993",N SOUTHPORT AVE,3553
293,Umami Sushi,2,+1 773-725-6751,https://www.facebook.com/pages/Thai-Aree-House/117665308259262,"3592 N Milwaukee Ave, Chicago, IL 60641-3959",N MILWAUKEE AVE,3592
294,The Budlong Hot Chicken,1,+1 773-342-2445,https://www.dunkindonuts.com,"3601 W. Grand Ave, Chicago, IL 60651",W. GRAND AVE,3601
295,Friendly Tavern,,,,"3625 W North Ave, Chicago, IL 60647-4724",W NORTH AVE,3625
296,Candlelite,2,+1 773-276-1234,,"3638 W Fullerton Ave, Chicago, IL 60647-2345",W FULLERTON AVE,3638
297,Hong Kong Restaurant,,+1 773-404-2855,http://www.buleriastapas.com/,"3656 N Ashland Ave, Chicago, IL 60613-3618",N ASHLAND AVE,3656
298,Greenleaf Chopshop,,,http://coalfirechicago.com/,"3707 N Southport Ave Between Waveland Avenue & Grace Street, Chicago, IL 60613-3718",N SOUTHPORT AVE,3707
299,Bocadillos,,+1 773-267-4368,,"3714 W Lawrence Ave, Chicago, IL 60625-5713",W LAWRENCE AVE,3714
300,Sox Side Pizza,,+1 773-463-7770,https://www.pizzapetes.com/,"3737 N Western Ave, Chicago, IL 60618-4705",N WESTERN AVE,3737
301,Domino's Pizza,,+1 773-857-0119,http://www.froyochicago.com,"3746 N Southport Ave, Chicago, IL 60613-3719",N SOUTHPORT AVE,3746
302,Hello Jasmine,,+1 773-489-3748,,"3749 W Fullerton Ave, Chicago, IL 60647-2330",W FULLERTON AVE,3749
303,Pizza Hut,,+1 773-247-9110,,"3752 S Kedzie Ave, Chicago, IL 60632-2729",S KEDZIE AVE,3752
304,Pizza Capri,2,+1 773-583-6161,http://www.7-eleven.com/?yext=26825,"3800 N Kedzie Ave, Chicago, IL 60618-3414",N KEDZIE AVE,3800
305,Manjares Restaurant,,+1 773-376-3285,,"3805 S Kedzie Ave, Chicago, IL 60632-2710",S KEDZIE AVE,3805
306,Museum Cafe,2,+1 872-208-5581,,"3810 W Lawrence Ave, Chicago, IL 60625-6206",W LAWRENCE AVE,3810
307,Brown Bag Seafood Co.,,+1 773-442-8001,http://www.facebook.com/BorinquenJibarito,"3811 N Western Ave, Chicago, IL 60618-3740",N WESTERN AVE,3811
308,Potbelly Sandwich Shop,,+1 773-866-1411,,"3821 W Lawrence Ave Ste 1, Chicago, IL 60625-5491",W LAWRENCE AVE,3821
309,Square Roots Kitchen,,+1 773-904-8150,,"3835 W Fullerton Ave, Chicago, IL 60647-2245",W FULLERTON AVE,3835
310,La Creperie,2,+1 773-285-3600,http://bronzevillesfinest.com/menu-1,"3851 S Michigan Ave, Chicago, IL 60653-1513",S MICHIGAN AVE,3851
311,7-Eleven,,+1 773-267-7287,http://www.leonas.com,"3877 N Elston Ave, Chicago, IL 60618-4232",N ELSTON AVE,3877
312,Jason's Wok,,+1 773-327-8818,http://cestbienthai.com,"3900 N Lincoln Ave, Chicago, IL 60613-2418",N LINCOLN AVE,3900
313,Quench,,+1 773-327-8818,http://namothai.com/home.html,"3900 N Lincoln Ave, Chicago, IL 60613-2418",N LINCOLN AVE,3900
314,KAYBEE's Indian Flavor,,+1 773-927-9228,,"3901 S California Ave, Chicago, IL 60632-1807",S CALIFORNIA AVE,3901
315,Big Bowl,2,+1 773-777-6612,,"3904 N Cicero Ave, Chicago, IL 60641-2709",N CICERO AVE,3904
316,Argo Tea,,,,"3905 N Lincoln Ave, Chicago, IL 60613-2417",N LINCOLN AVE,3905
317,Son Of A Butcher,2,+1 773-777-3940,,"3909 W Belmont Ave, Chicago, IL 60618-5101",W BELMONT AVE,3909
318,Galit Restaurant,4,+1 773-249-7222,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"3918 N Cicero Ave, Chicago, IL 60461",N CICERO AVE,3918
319,Wisma,,+1 773-342-6464,,"3920 W Diversey Ave, Chicago, IL 60647-1021",W DIVERSEY AVE,3920
320,Ninja Sushi &Thai,,+1 773-348-2788,http://www.hanamisushichicago.com/,"3925 N Lincoln Ave, Chicago, IL 60613-2428",N LINCOLN AVE,3925
321,May St. Cafe,2,+1 872-713-9486,http://www.facebook.com/Ninja-sushi-thai-563524107176124,"3946 N Central Ave, Chicago, IL 60634-2732",N CENTRAL AVE,3946
322,The wing stop,,+1 773-625-0000,https://www.facebook.com/falafeldream/,"3950 N Harlem Ave, Chicago, IL 60634-2219",N HARLEM AVE,3950
323,Meet Fresh,2,+1 773-993-1111,https://www.jetspizza.com/stores/illinois/chicago/3951-n-kimball-ave,"3951 N Kimball Ave, Chicago, IL 60618",N KIMBALL AVE,3951
324,Komorebi Sushi,2,+1 312-857-4221,http://www.smallschicago.com,"4009 N Albany Ave, Chicago, IL 60618-2501",N ALBANY AVE,4009
325,Resi's Bierstube,2,,http://www.chinachefil.com/,"4042 N Narragansett Ave Dunning Square, Chicago, IL 60634-1586",N NARRAGANSETT AVE,4042
326,Hakka Bakka Rolls,,+1 773-202-1992,,"4046 W Lawrence Ave, Chicago, IL 60630-2832",W LAWRENCE AVE,4046
327,Drumbar,2,+1 773-478-0819,https://www.facebook.com/DCandelaRestaurant/?ref=br_rs,"4053 N Kedzie Ave, Chicago, IL 60618-2415",N KEDZIE AVE,4053
328,Haydee's Grill,,+1 773-279-9141,,"4100 N Kedzie Ave, Chicago, IL 60618-2410",N KEDZIE AVE,4100
329,Downtown Entertainment,,+1 773-650-1166,,"4106 S Archer Ave, Chicago, IL 60632-1813",S ARCHER AVE,4106
330,The Welcome Back Lounge,,+1 773-235-1264,,"4107 W North Ave, Chicago, IL 60639-5205",W NORTH AVE,4107
331,7-Eleven,,+1 773-360-1869,,"4128 N Lincoln Ave, Chicago, IL 60618-3028",N LINCOLN AVE,4128
332,The Delta,2,,,"4128 N Lincoln Ave, Chicago, IL 60618-3028",N LINCOLN AVE,4128
333,Vinny's Pizza Bar,2,+1 773-685-4960,,"4148 W Montrose Ave, Chicago, IL 60641-2161",W MONTROSE AVE,4148
334,Irish Nobleman Pub Chicago,2,+1 773-486-1424,,"4158 W Armitage Ave, Chicago, IL 60639-3645",W ARMITAGE AVE,4158
335,Taqueria Los Gallos,1,+1 773-880-1100,https://www.facebook.com/Smokin-Woodys-113071645401727/,"4160 N Lincoln Ave, Chicago, IL 60618-3061",N LINCOLN AVE,4160
336,Super Burrito,,+1 773-384-4644,,"4242 W Fullerton Ave, Chicago, IL 60639-2050",W FULLERTON AVE,4242
337,La Sirena II,,+1 800-392-2837,http://www.suparossa.com/restaurants/sup_suparossa.asp,"4256 N Central Ave, Chicago, IL 60634-1810",N CENTRAL AVE,4256
338,Oda Mediterranean Cuisine,2,+1 847-904-3600,http://Www.pokeburritochicago.com,"4301 N Lincoln Ave, Chicago, IL 60618-1711",N LINCOLN AVE,4301
339,7-Eleven,,+1 773-254-3030,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps,"4315 S Ashland Ave, Chicago, IL 60609-3140",S ASHLAND AVE,4315
340,El Pecado Mexican Food,,+1 773-654-3133,,"4337 N Western Ave, Chicago, IL 60618-1621",N WESTERN AVE,4337
341,Kevin's Hamburger Heaven,,+1 773-227-7770,https://restaurants.subway.com/united-states/il/chicago/4351-w-armitage-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=31696&utm_campaign=evergreen-2020&y_source=1_MTQ5MDA2MDQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,"4351 W Armitage Ave Armitage Plaza, Chicago, IL 60639-3521",W ARMITAGE AVE,4351
342,Njaravel II,,+1 773-282-2325,http://www.luckygrillrestaurant.com/,"4454 N Milwaukee Ave, Chicago, IL 60630-3743",N MILWAUKEE AVE,4454
343,BarTucci,2,+1 773-685-6040,http://ordermayfairrestaurant.com/,"4461 W Lawrence Ave, Chicago, IL 60630-2693",W LAWRENCE AVE,4461
344,Snoball's Chance,,,http://www.due-lire.com,"4520 N Lincoln Ave, Chicago, IL 60625-8066",N LINCOLN AVE,4520
345,Starbucks Coffee,,+1 773-271-9000,http://www.thegrafton.com,"4530 N Lincoln Ave, Chicago, IL 60625-2103",N LINCOLN AVE,4530
346,Limitless Coffe & Tea,,+1 773-681-0950,http://thewarblerchicago.com,"4535 N Lincoln Ave Lincoln Square, Chicago, IL 60625-2102",N LINCOLN AVE,4535
347,Church's Chicken,,+1 773-961-7624,https://www.pokiologychi.com/,"4600 N Magnolia Ave, Chicago, IL 60640-5083",N MAGNOLIA AVE,4600
